Line,Band,Value
1,1,161
1,2,202
1,3,172
1,4,197
1,5,168
1,6,195
1,7,189
1,8,286
1,9,179
1,10,208
1,11,182
1,12,210
1,13,200
1,14,215
1,15,184
1,16,216
1,17,176
1,18,210
1,19,175
1,20,207
1,21,168
1,22,210
1,23,945
1,24,211
1,25,180
1,26,211
1,27,189
1,28,375
1,29,183
1,30,242
1,31,183
1,32,212
1,33,178
1,34,220
1,35,185
1,36,210
1,37,194
1,38,250
1,39,185
1,40,226
1,41,183
1,42,225
1,43,188
1,44,207
1,45,161
1,46,182
1,47,144
1,48,164
1,49,163
1,50,161
1,51,175
1,52,174
1,53,135
1,54,161
1,55,145
1,56,160
1,57,136
1,58,154
1,59,189
1,60,157
1,61,159
1,62,160
1,63,134
1,64,176
1,65,136
1,66,150
1,67,148
1,68,168
1,69,132
1,70,158
1,71,207
1,72,152
1,73,185
1,74,157
1,75,148
1,76,163
1,77,161
1,78,159
1,79,150
1,80,156
1,81,148
1,82,141
1,83,152
1,84,140
1,85,137
1,86,144
1,87,150
1,88,170
1,89,143
1,90,153
1,91,149
1,92,164
1,93,144
1,94,140
1,95,153
1,96,141
1,97,153
1,98,141
1,99,150
1,100,148
1,101,146
1,102,142
1,103,173
1,104,146
1,105,145
1,106,132
1,107,143
1,108,145
1,109,140
1,110,136
1,111,146
1,112,142
1,113,131
1,114,141
1,115,136
1,116,136
1,117,134
1,118,139
1,119,149
1,120,139
1,121,130
1,122,142
1,123,125
1,124,152
1,125,125
1,126,143
1,127,131
1,128,141
1,129,113
1,130,110
1,131,109
1,132,104
1,133,112
1,134,93
1,135,117
1,136,78
1,137,109
1,138,101
1,139,123
1,140,96
1,141,107
1,142,88
1,143,625
1,144,206
1,145,122
1,146,95
1,147,116
1,148,126
1,149,117
1,150,110
1,151,115
1,152,105
1,153,118
1,154,103
1,155,134
1,156,116
1,157,134
1,158,126
1,159,136
1,160,136
1,161,131
1,162,120
1,163,126
1,164,120
1,165,126
1,166,121
1,167,128
1,168,121
1,169,133
1,170,134
1,171,144
1,172,125
1,173,138
1,174,137
1,175,131
1,176,126
1,177,143
1,178,138
1,179,768
1,180,126
1,181,151
1,182,128
1,183,159
1,184,139
1,185,162
1,186,118
1,187,143
1,188,139
1,189,156
1,190,118
1,191,158
1,192,123
1,193,154
1,194,118
1,195,155
1,196,123
1,197,166
1,198,136
1,199,149
1,200,131
1,201,162
1,202,132
1,203,157
1,204,119
1,205,165
1,206,125
1,207,170
1,208,126
1,209,173
1,210,618
1,211,186
1,212,123
1,213,216
1,214,133
1,215,220
1,216,115
1,217,183
1,218,126
1,219,197
1,220,133
1,221,345
1,222,127
1,223,198
1,224,128
1,225,202
1,226,130
1,227,206
1,228,124
1,229,212
1,230,139
1,231,200
1,232,131
1,233,209
1,234,138
1,235,1380
1,236,146
1,237,220
1,238,177
1,239,223
1,240,159
1,241,227
1,242,173
1,243,237
1,244,175
1,245,306
1,246,202
1,247,242
1,248,184
1,249,251
1,250,192
1,251,259
1,252,212
1,253,255
1,254,235
1,255,246
1,256,181
2,1,161
2,2,202
2,3,172
2,4,197
2,5,168
2,6,195
2,7,189
2,8,286
2,9,179
2,10,208
2,11,182
2,12,210
2,13,200
2,14,215
2,15,184
2,16,216
2,17,176
2,18,210
2,19,175
2,20,207
2,21,168
2,22,210
2,23,945
2,24,211
2,25,180
2,26,211
2,27,189
2,28,375
2,29,183
2,30,242
2,31,183
2,32,212
2,33,178
2,34,220
2,35,185
2,36,210
2,37,194
2,38,250
2,39,185
2,40,226
2,41,183
2,42,225
