Line,Band,Value
1,1,165
1,2,209
1,3,174
1,4,198
1,5,168
1,6,238
1,7,190
1,8,310
1,9,407
1,10,215
1,11,189
1,12,209
1,13,209
1,14,218
1,15,190
1,16,219
1,17,176
1,18,209
1,19,176
1,20,223
1,21,166
1,22,210
1,23,1197
1,24,210
1,25,177
1,26,211
1,27,194
1,28,447
1,29,183
1,30,236
1,31,186
1,32,223
1,33,174
1,34,231
1,35,211
1,36,205
1,37,197
1,38,278
1,39,181
1,40,229
1,41,183
1,42,219
1,43,179
1,44,204
1,45,182
1,46,180
1,47,142
1,48,168
1,49,174
1,50,164
1,51,278
1,52,183
1,53,167
1,54,162
1,55,143
1,56,162
1,57,141
1,58,160
1,59,231
1,60,163
1,61,161
1,62,166
1,63,134
1,64,190
1,65,138
1,66,155
1,67,152
1,68,178
1,69,133
1,70,160
1,71,247
1,72,272
1,73,199
1,74,161
1,75,152
1,76,173
1,77,204
1,78,161
1,79,149
1,80,166
1,81,153
1,82,147
1,83,153
1,84,145
1,85,135
1,86,159
1,87,158
1,88,181
1,89,145
1,90,155
1,91,151
1,92,184
1,93,157
1,94,147
1,95,155
1,96,142
1,97,175
1,98,143
1,99,156
1,100,166
1,101,147
1,102,143
1,103,182
1,104,156
1,105,146
1,106,135
1,107,146
1,108,147
1,109,142
1,110,139
1,111,147
1,112,145
1,113,140
1,114,173
1,115,163
1,116,139
1,117,137
1,118,143
1,119,151
1,120,142
1,121,134
1,122,148
1,123,127
1,124,173
1,125,130
1,126,153
1,127,134
1,128,158
1,129,115
1,130,125
1,131,113
1,132,117
1,133,118
1,134,98
1,135,141
1,136,84
1,137,113
1,138,110
1,139,127
1,140,103
1,141,113
1,142,92
1,143,870
1,144,262
1,145,143
1,146,99
1,147,120
1,148,155
1,149,122
1,150,118
1,151,122
1,152,116
1,153,133
1,154,111
1,155,151
1,156,124
1,157,143
1,158,132
1,159,141
1,160,159
1,161,141
1,162,128
1,163,158
1,164,129
1,165,132
1,166,131
1,167,133
1,168,130
1,169,137
1,170,157
1,171,153
1,172,133
1,173,145
1,174,147
1,175,141
1,176,132
1,177,149
1,178,142
1,179,1070
1,180,136
1,181,159
1,182,134
1,183,177
1,184,148
1,185,171
1,186,125
1,187,149
1,188,151
1,189,167
1,190,126
1,191,170
1,192,135
1,193,160
1,194,124
1,195,167
1,196,131
1,197,174
1,198,163
1,199,155
1,200,142
1,201,170
1,202,141
1,203,164
1,204,127
1,205,178
1,206,134
1,207,175
1,208,133
1,209,178
1,210,860
1,211,206
1,212,130
1,213,235
1,214,153
1,215,227
1,216,121
1,217,187
1,218,142
1,219,203
1,220,145
1,221,619
1,222,134
1,223,205
1,224,135
1,225,354
1,226,132
1,227,227
1,228,127
1,229,216
1,230,143
1,231,202
1,232,137
1,233,220
1,234,141
1,235,1896
1,236,154
1,237,228
1,238,197
1,239,224
1,240,160
1,241,227
1,242,174
1,243,236
1,244,174
1,245,342
1,246,222
1,247,334
1,248,182
1,249,262
1,250,192
1,251,257
1,252,209
1,253,255
1,254,247
1,255,242
1,256,198
2,1,165
2,2,209
2,3,174
2,4,198
2,5,168
2,6,238
2,7,190
2,8,310
2,9,407
2,10,215
2,11,189
2,12,209
2,13,209
2,14,218
2,15,190
2,16,219
2,17,176
2,18,209
2,19,176
2,20,223
2,21,166
2,22,210
2,23,1197
2,24,210
2,25,177
2,26,211
2,27,194
2,28,447
2,29,183
2,30,236
2,31,186
2,32,223
2,33,174
2,34,231
2,35,211
2,36,205
2,37,197
2,38,278
2,39,181
2,40,229
2,41,183
2,42,219
2,43,179
2,44,204
2,45,182
2,46,180
2,47,142
2,48,168
2,49,174
2,50,164
2,51,278
2,52,183
2,53,167
2,54,162
2,55,143
2,56,162
2,57,141
2,58,160
2,59,231
2,60,163
2,61,161
2,62,166
2,63,134
2,64,190
2,65,138
2,66,155
2,67,152
2,68,178
2,69,133
2,70,160
2,71,247
2,72,272
2,73,199
2,74,161
2,75,152
2,76,173
2,77,204
2,78,161
2,79,149
2,80,166
2,81,153
2,82,147
2,83,153
2,84,145
2,85,135
2,86,159
2,87,158
2,88,181
2,89,145
2,90,155
2,91,151
2,92,184
2,93,157
2,94,147
2,95,155
2,96,142
2,97,175
2,98,143
2,99,156
2,100,166
2,101,147
2,102,143
2,103,182
2,104,156
2,105,146
2,106,135
2,107,146
2,108,147
2,109,142
2,110,139
2,111,147
2,112,145
2,113,140
2,114,173
2,115,163
2,116,139
2,117,137
2,118,143
2,119,151
2,120,142
2,121,134
2,122,148
2,123,127
2,124,173
2,125,130
2,126,153
2,127,134
2,128,158
2,129,115
2,130,125
2,131,113
2,132,117
2,133,118
2,134,98
2,135,141
2,136,84
2,137,113
2,138,110
2,139,127
2,140,103
2,141,113
2,142,92
2,143,870
2,144,262
2,145,143
2,146,99
2,147,120
2,148,155
2,149,122
2,150,118
2,151,122
2,152,116
2,153,133
2,154,111
2,155,151
2,156,124
2,157,143
2,158,132
2,159,141
2,160,159
2,161,141
2,162,128
2,163,158
2,164,129
2,165,132
2,166,131
2,167,133
2,168,130
2,169,137
2,170,157
2,171,153
2,172,133
2,173,145
2,174,147
2,175,141
2,176,132
2,177,149
2,178,142
2,179,1070
2,180,136
2,181,159
2,182,134
2,183,177
2,184,148
2,185,171
2,186,125
2,187,149
2,188,151
2,189,167
2,190,126
2,191,170
2,192,135
2,193,160
2,194,124
2,195,167
2,196,131
2,197,174
2,198,163
2,199,155
2,200,142
2,201,170
2,202,141
2,203,164
2,204,127
2,205,178
2,206,134
2,207,175
2,208,133
2,209,178
2,210,860
2,211,206
2,212,130
2,213,235
2,214,153
2,215,227
2,216,121
2,217,187
2,218,142
2,219,203
2,220,145
2,221,619
2,222,134
2,223,205
2,224,135
2,225,354
2,226,132
2,227,227
2,228,127
2,229,216
2,230,143
2,231,202
2,232,137
2,233,220
2,234,141
2,235,1896
2,236,154
2,237,228
2,238,197
2,239,224
2,240,160
2,241,227
2,242,174
2,243,236
2,244,174
2,245,342
2,246,222
2,247,334
2,248,182
2,249,262
2,250,192
2,251,257
2,252,209
2,253,255
2,254,247
2,255,242
2,256,198
3,1,166
3,2,207
3,3,176
3,4,198
3,5,168
3,6,242
3,7,191
3,8,311
3,9,401
3,10,215
3,11,189
3,12,211
3,13,209
3,14,218
3,15,190
3,16,219
3,17,175
3,18,207
3,19,177
3,20,224
3,21,165
3,22,210
3,23,1197
3,24,209
3,25,179
3,26,210
3,27,195
3,28,449
3,29,185
3,30,235
3,31,186
3,32,223
3,33,175
3,34,231
3,35,212
3,36,206
3,37,198
3,38,277
3,39,182
3,40,229
3,41,182
3,42,218
3,43,179
3,44,204
3,45,178
3,46,180
3,47,142
3,48,168
3,49,175
3,50,163
3,51,287
3,52,183
3,53,170
3,54,162
3,55,145
3,56,161
3,57,140
3,58,160
3,59,233
3,60,162
3,61,161
3,62,165
3,63,135
3,64,191
3,65,140
3,66,154
3,67,153
3,68,177
3,69,134
3,70,160
3,71,248
3,72,270
3,73,201
3,74,161
3,75,152
3,76,171
3,77,206
3,78,160
3,79,150
3,80,166
3,81,154
3,82,146
3,83,155
3,84,145
3,85,138
3,86,159
3,87,159
3,88,180
3,89,145
3,90,153
3,91,152
3,92,184
3,93,158
3,94,146
3,95,156
3,96,142
3,97,174
3,98,143
3,99,156
3,100,166
3,101,147
3,102,142
3,103,181
3,104,156
3,105,148
3,106,135
3,107,146
3,108,148
3,109,145
3,110,140
3,111,148
3,112,145
3,113,141
3,114,174
3,115,166
3,116,139
3,117,137
3,118,142
3,119,153
3,120,142
3,121,135
3,122,147
3,123,128
3,124,175
3,125,131
3,126,151
3,127,135
3,128,159
3,129,116
3,130,125
3,131,115
3,132,116
3,133,118
3,134,98
3,135,141
3,136,83
3,137,113
3,138,109
3,139,128
3,140,103
3,141,115
3,142,93
3,143,874
3,144,262
3,145,144
3,146,100
3,147,121
3,148,156
3,149,121
3,150,117
3,151,122
3,152,116
3,153,134
3,154,110
3,155,153
3,156,123
3,157,144
3,158,132
3,159,142
3,160,159
3,161,143
3,162,127
3,163,159
3,164,129
3,165,133
3,166,131
3,167,135
3,168,131
3,169,138
3,170,155
3,171,155
3,172,133
3,173,144
3,174,146
3,175,141
3,176,132
3,177,149
3,178,141
3,179,1069
3,180,135
3,181,160
3,182,134
3,183,176
3,184,147
3,185,171
3,186,125
3,187,150
3,188,150
3,189,168
3,190,126
3,191,172
3,192,133
3,193,162
3,194,123
3,195,167
3,196,130
3,197,175
3,198,162
3,199,157
3,200,143
3,201,171
3,202,142
3,203,164
3,204,128
3,205,178
3,206,134
3,207,177
3,208,133
3,209,179
3,210,862
3,211,210
3,212,128
3,213,236
3,214,151
3,215,227
