Line,Band,Value
1,1,166
1,2,206
1,3,175
1,4,195
1,5,166
1,6,235
1,7,188
1,8,316
1,9,395
1,10,213
1,11,186
1,12,207
1,13,208
1,14,215
1,15,189
1,16,215
1,17,173
1,18,205
1,19,173
1,20,222
1,21,161
1,22,207
1,23,1146
1,24,207
1,25,174
1,26,207
1,27,192
1,28,441
1,29,181
1,30,233
1,31,184
1,32,223
1,33,171
1,34,228
1,35,215
1,36,203
1,37,197
1,38,274
1,39,179
1,40,228
1,41,182
1,42,215
1,43,176
1,44,202
1,45,180
1,46,179
1,47,143
1,48,169
1,49,175
1,50,165
1,51,281
1,52,184
1,53,172
1,54,163
1,55,147
1,56,162
1,57,142
1,58,160
1,59,236
1,60,165
1,61,162
1,62,168
1,63,136
1,64,195
1,65,141
1,66,155
1,67,154
1,68,179
1,69,135
1,70,161
1,71,245
1,72,278
1,73,206
1,74,162
1,75,155
1,76,174
1,77,209
1,78,163
1,79,149
1,80,167
1,81,154
1,82,148
1,83,155
1,84,146
1,85,138
1,86,159
1,87,158
1,88,182
1,89,145
1,90,155
1,91,152
1,92,187
1,93,157
1,94,149
1,95,158
1,96,142
1,97,178
1,98,143
1,99,157
1,100,168
1,101,149
1,102,143
1,103,186
1,104,156
1,105,147
1,106,136
1,107,145
1,108,148
1,109,143
1,110,139
1,111,148
1,112,146
1,113,142
1,114,177
1,115,167
1,116,140
1,117,138
1,118,143
1,119,154
1,120,143
1,121,135
1,122,148
1,123,129
1,124,177
1,125,133
1,126,153
1,127,136
1,128,160
1,129,116
1,130,129
1,131,115
1,132,118
1,133,117
1,134,98
1,135,144
1,136,83
1,137,113
1,138,112
1,139,129
1,140,104
1,141,114
1,142,94
1,143,852
1,144,259
1,145,146
1,146,101
1,147,121
1,148,163
1,149,122
1,150,118
1,151,123
1,152,118
1,153,137
1,154,111
1,155,158
1,156,126
1,157,146
1,158,134
1,159,142
1,160,165
1,161,146
1,162,128
1,163,157
1,164,129
1,165,134
1,166,133
1,167,136
1,168,132
1,169,140
1,170,159
1,171,156
1,172,134
1,173,146
1,174,151
1,175,142
1,176,133
1,177,150
1,178,144
1,179,1071
1,180,137
1,181,161
1,182,136
1,183,181
1,184,149
1,185,173
1,186,126
1,187,151
1,188,147
1,189,168
1,190,126
1,191,171
1,192,135
1,193,162
1,194,125
1,195,168
1,196,131
1,197,176
1,198,161
1,199,157
1,200,144
1,201,173
1,202,143
1,203,165
1,204,130
1,205,178
1,206,136
1,207,176
1,208,134
1,209,179
1,210,836
1,211,211
1,212,130
1,213,239
1,214,154
1,215,220
1,216,120
1,217,188
1,218,141
1,219,203
1,220,145
1,221,610
1,222,134
1,223,206
1,224,134
1,225,354
1,226,132
1,227,230
1,228,125
1,229,216
1,230,141
1,231,203
1,232,135
1,233,219
1,234,138
1,235,2028
1,236,150
1,237,225
1,238,193
1,239,221
1,240,157
1,241,223
1,242,165
1,243,233
1,244,169
1,245,334
1,246,219
1,247,339
1,248,177
1,249,255
1,250,184
1,251,251
1,252,202
1,253,248
1,254,236
1,255,236
1,256,192
2,1,163
2,2,206
2,3,173
2,4,195
2,5,166
2,6,238
2,7,187
2,8,318
2,9,385
2,10,213
2,11,186
2,12,207
2,13,207
2,14,216
2,15,188
2,16,215
2,17,172
2,18,204
2,19,175
2,20,221
2,21,162
2,22,206
2,23,1146
2,24,206
2,25,175
2,26,206
2,27,193
2,28,439
2,29,182
2,30,232
2,31,183
2,32,223
2,33,171
2,34,229
2,35,214
2,36,202
2,37,197
2,38,275
2,39,179
2,40,227
2,41,181
2,42,215
2,43,177
2,44,203
2,45,181
2,46,179
2,47,143
2,48,169
2,49,175
2,50,164
2,51,284
2,52,184
2,53,171
2,54,162
2,55,146
2,56,163
2,57,141
2,58,159
2,59,236
2,60,166
2,61,162
2,62,166
2,63,135
2,64,193
2,65,141
2,66,155
2,67,154
2,68,179
2,69,135
2,70,160
2,71,244
2,72,276
2,73,204
2,74,162
2,75,155
2,76,173
2,77,207
2,78,163
2,79,149
2,80,166
2,81,154
2,82,147
2,83,155
2,84,145
2,85,138
2,86,159
2,87,159
2,88,181
2,89,146
2,90,154
2,91,152
2,92,186
2,93,159
2,94,149
2,95,156
2,96,142
2,97,175
2,98,143
2,99,157
2,100,168
2,101,149
2,102,142
2,103,181
2,104,157
2,105,147
2,106,135
2,107,146
2,108,147
2,109,144
2,110,139
2,111,148
2,112,145
2,113,142
2,114,175
2,115,169
2,116,140
2,117,139
2,118,143
2,119,153
2,120,143
2,121,135
2,122,148
2,123,129
2,124,177
2,125,132
2,126,152
2,127,137
2,128,159
2,129,116
2,130,128
2,131,115
2,132,119
2,133,117
2,134,99
2,135,142
2,136,84
2,137,113
2,138,111
2,139,128
2,140,103
2,141,113
2,142,95
2,143,851
2,144,259
2,145,146
2,146,99
2,147,121
2,148,163
2,149,122
2,150,115
2,151,123
2,152,117
2,153,135
2,154,111
2,155,157
2,156,125
2,157,146
2,158,133
2,159,142
2,160,164
2,161,145
2,162,128
2,163,159
2,164,129
2,165,134
2,166,133
2,167,134
2,168,132
2,169,139
2,170,158
2,171,155
2,172,133
2,173,146
2,174,150
2,175,141
2,176,132
2,177,150
2,178,142
2,179,1073
2,180,138
2,181,161
2,182,136
2,183,180
2,184,150
2,185,173
2,186,126
2,187,150
2,188,147
2,189,167
2,190,126
2,191,172
2,192,135
2,193,162
2,194,125
2,195,168
2,196,131
2,197,175
2,198,160
2,199,156
2,200,143
2,201,172
2,202,142
2,203,164
2,204,129
2,205,178
2,206,134
2,207,177
2,208,135
2,209,179
2,210,841
2,211,210
2,212,128
2,213,241
2,214,154
2,215,220
2,216,120
2,217,188
2,218,141
2,219,204
2,220,146
2,221,617
2,222,135
2,223,206
2,224,134
2,225,365
2,226,132
2,227,230
2,228,126
2,229,215
2,230,142
2,231,237
2,232,137
2,233,218
2,234,138
2,235,2036
2,236,151
2,237,223
2,238,193
2,239,221
2,240,158
2,241,223
2,242,165
2,243,233
2,244,168
2,245,333
2,246,219
2,247,339
2,248,177
2,249,257
2,250,184
2,251,251
2,252,200
2,253,249
2,254,239
2,255,235
2,256,192
3,1,165
3,2,207
3,3,175
3,4,195
3,5,166
3,6,236
3,7,186
3,8,317
3,9,396
3,10,211
3,11,186
3,12,207
3,13,207
3,14,215
3,15,189
3,16,216
3,17,171
3,18,206
3,19,174
3,20,221
3,21,161
3,22,207
3,23,1143
3,24,206
3,25,176
3,26,206
3,27,193
3,28,441
3,29,182
3,30,232
3,31,183
3,32,221
3,33,172
3,34,229
3,35,215
3,36,202
3,37,196
3,38,274
3,39,179
3,40,227
3,41,180
3,42,215
3,43,176
3,44,202
3,45,181
3,46,180
3,47,143
3,48,169
3,49,171
3,50,165
3,51,284
3,52,184
3,53,172
3,54,162
3,55,145
3,56,162
3,57,141
3,58,161
3,59,234
3,60,165
3,61,164
3,62,167
3,63,135
3,64,194
3,65,140
3,66,155
3,67,154
3,68,180
3,69,135
3,70,160
3,71,246
3,72,276
3,73,204
3,74,162
3,75,154
3,76,174
3,77,210
3,78,162
3,79,150
3,80,168
3,81,154
3,82,147
3,83,154
3,84,146
3,85,137
3,86,159
3,87,159
3,88,182
3,89,146
3,90,155
3,91,152
3,92,187
3,93,158
3,94,148
3,95,156
3,96,142
3,97,177
3,98,145
3,99,158
3,100,168
3,101,148
3,102,143
3,103,183
3,104,157
3,105,147
3,106,135
3,107,146
3,108,148
3,109,145
3,110,141
3,111,148
3,112,146
3,113,142
3,114,178
3,115,167
3,116,140
3,117,137
3,118,144
3,119,153
3,120,143
3,121,135
3,122,149
3,123,128
3,124,176
3,125,171
3,126,169
3,127,138
3,128,159
3,129,116
3,130,128
3,131,115
3,132,118
3,133,117
3,134,99
3,135,142
3,136,84
3,137,114
3,138,112
3,139,128
3,140,104
3,141,114
3,142,94
3,143,851
3,144,260
3,145,146
3,146,101
3,147,121
3,148,158
3,149,122
3,150,118
3,151,123
3,152,118
3,153,136
3,154,115
3,155,157
3,156,125
3,157,144
3,158,134
3,159,142
3,160,163
3,161,145
3,162,128
3,163,160
3,164,129
3,165,134
3,166,132
3,167,134
3,168,132
3,169,139
3,170,159
3,171,156
3,172,134
3,173,147
3,174,150
3,175,142
3,176,133
3,177,150
3,178,142
3,179,1071
3,180,138
3,181,162
3,182,136
3,183,179
3,184,149
3,185,173
3,186,126
3,187,151
3,188,148
3,189,168
3,190,127
3,191,171
3,192,135
3,193,162
3,194,125
3,195,167
3,196,131
3,197,177
3,198,161
3,199,158
3,200,144
3,201,171
3,202,142
3,203,165
3,204,131
3,205,178
3,206,136
3,207,176
3,208,134
3,209,179
3,210,840
3,211,210
3,212,129
3,213,239
3,214,154
3,215,220
3,216,121
3,217,189
3,218,141
3,219,205
3,220,146
3,221,621
3,222,134
3,223,206
3,224,134
3,225,360
3,226,132
3,227,234
3,228,127
3,229,216
3,230,142
3,231,201
3,232,135
3,233,219
3,234,139
3,235,2040
3,236,151
3,237,224
3,238,193
3,239,222
3,240,158
3,241,223
3,242,166
3,243,234
3,244,170
3,245,334
3,246,218
3,247,335
3,248,176
3,249,258
3,250,184
3,251,252
3,252,202
3,253,249
3,254,241
3,255,235
3,256,192
4,1,164
4,2,206
4,3,174
4,4,195
4,5,165
4,6,236
4,7,188
4,8,319
4,9,402
4,10,211
4,11,186
4,12,207
4,13,207
4,14,216
4,15,189
4,16,217
4,17,172
4,18,206
4,19,174
4,20,221
4,21,161
4,22,207
4,23,1145
4,24,207
4,25,176
4,26,208
4,27,192
4,28,442
4,29,182
4,30,234
4,31,184
4,32,223
4,33,172
4,34,229
4,35,214
4,36,202
4,37,196
4,38,274
4,39,179
4,40,227
4,41,180
4,42,215
4,43,177
4,44,203
4,45,180
4,46,179
4,47,142
4,48,168
4,49,175
4,50,165
4,51,282
4,52,186
4,53,172
4,54,163
4,55,145
4,56,163
4,57,141
4,58,162
4,59,234
4,60,165
4,61,162
4,62,168
4,63,136
4,64,194
4,65,142
4,66,156
4,67,153
4,68,181
4,69,135
4,70,161
4,71,244
4,72,276
4,73,206
4,74,162
4,75,155
4,76,173
4,77,211
4,78,162
4,79,150
4,80,166
4,81,154
4,82,147
4,83,155
4,84,146
4,85,137
4,86,159
4,87,159
4,88,182
4,89,145
4,90,156
4,91,150
4,92,187
4,93,156
4,94,148
4,95,157
4,96,143
