Line,Band,Value
1,1,366
1,2,410
1,3,387
1,4,402
1,5,378
1,6,562
1,7,408
1,8,830
1,9,1306
1,10,472
1,11,414
1,12,422
1,13,524
1,14,451
1,15,451
1,16,461
1,17,400
1,18,430
1,19,399
1,20,489
1,21,373
1,22,451
1,23,4095
1,24,426
1,25,399
1,26,426
1,27,453
1,28,1305
1,29,412
1,30,504
1,31,431
1,32,485
1,33,395
1,34,492
1,35,516
1,36,421
1,37,461
1,38,690
1,39,417
1,40,468
1,41,411
1,42,422
1,43,372
1,44,403
1,45,396
1,46,318
1,47,245
1,48,271
1,49,329
1,50,245
1,51,754
1,52,351
1,53,335
1,54,247
1,55,256
1,56,244
1,57,234
1,58,262
1,59,576
1,60,271
1,61,276
1,62,261
1,63,222
1,64,372
1,65,232
1,66,249
1,67,266
1,68,318
1,69,248
1,70,249
1,71,622
1,72,661
1,73,448
1,74,250
1,75,273
1,76,316
1,77,426
1,78,256
1,79,229
1,80,301
1,81,252
1,82,244
1,83,238
1,84,247
1,85,212
1,86,284
1,87,252
1,88,336
1,89,219
1,90,238
1,91,243
1,92,374
1,93,254
1,94,250
1,95,242
1,96,223
1,97,256
1,98,228
1,99,269
1,100,293
1,101,226
1,102,221
1,103,346
1,104,261
1,105,217
1,106,212
1,107,221
1,108,227
1,109,230
1,110,220
1,111,221
1,112,224
1,113,239
1,114,353
1,115,304
1,116,223
1,117,217
1,118,227
1,119,251
1,120,221
1,121,213
1,122,236
1,123,197
1,124,313
1,125,205
1,126,241
1,127,213
1,128,259
1,129,180
1,130,269
1,131,190
1,132,236
1,133,177
1,134,159
1,135,264
1,136,145
1,137,169
1,138,186
1,139,187
1,140,164
1,141,165
1,142,155
1,143,2966
1,144,753
1,145,261
1,146,151
1,147,168
1,148,358
1,149,174
1,150,178
1,151,183
1,152,191
1,153,215
1,154,168
1,155,274
1,156,186
1,157,250
1,158,203
1,159,203
1,160,307
1,161,251
1,162,183
1,163,273
1,164,190
1,165,187
1,166,202
1,167,196
1,168,200
1,169,199
1,170,275
1,171,242
1,172,193
1,173,206
1,174,249
1,175,203
1,176,189
1,177,207
1,178,235
1,179,3556
1,180,220
1,181,243
1,182,211
1,183,297
1,184,224
1,185,256
1,186,192
1,187,215
1,188,251
1,189,248
1,190,192
1,191,280
1,192,220
1,193,228
1,194,193
1,195,243
1,196,205
1,197,275
1,198,322
1,199,228
1,200,232
1,201,258
1,202,234
1,203,248
1,204,223
1,205,274
1,206,230
1,207,262
1,208,227
1,209,270
1,210,2850
1,211,372
1,212,227
1,213,480
1,214,325
1,215,455
1,216,229
1,217,301
1,218,286
1,219,345
1,220,287
1,221,1876
1,222,274
1,223,354
1,224,284
1,225,961
1,226,284
1,227,454
1,228,290
1,229,387
1,230,319
1,231,385
1,232,332
1,233,458
1,234,343
1,235,4095
1,236,396
1,237,484
1,238,517
1,239,495
1,240,439
1,241,502
1,242,482
1,243,543
1,244,484
1,245,936
1,246,687
1,247,960
1,248,555
1,249,692
1,250,579
1,251,654
1,252,621
1,253,681
1,254,759
1,255,650
1,256,633
2,1,366
2,2,410
2,3,387
2,4,402
2,5,378
2,6,562
2,7,408
2,8,830
2,9,1306
2,10,472
2,11,414
2,12,422
2,13,524
2,14,451
2,15,451
2,16,461
2,17,400
2,18,430
2,19,399
2,20,489
2,21,373
2,22,451
2,23,4095
2,24,426
2,25,399
2,26,426
2,27,453
2,28,1305
2,29,412
2,30,504
2,31,431
2,32,485
2,33,395
2,34,492
2,35,516
2,36,421
2,37,461
2,38,690
2,39,417
2,40,468
2,41,411
2,42,422
2,43,372
2,44,403
2,45,396
2,46,318
2,47,245
2,48,271
2,49,329
2,50,245
2,51,754
2,52,351
2,53,335
2,54,247
2,55,256
2,56,244
2,57,234
2,58,262
2,59,576
2,60,271
2,61,276
2,62,261
2,63,222
2,64,372
2,65,232
2,66,249
2,67,266
2,68,318
2,69,248
2,70,249
2,71,622
2,72,661
2,73,448
2,74,250
2,75,273
2,76,316
2,77,426
2,78,256
2,79,229
2,80,301
2,81,252
2,82,244
2,83,238
2,84,247
2,85,212
2,86,284
2,87,252
2,88,336
2,89,219
2,90,238
2,91,243
2,92,374
2,93,254
2,94,250
2,95,242
2,96,223
2,97,256
2,98,228
2,99,269
2,100,293
2,101,226
2,102,221
2,103,346
2,104,261
2,105,217
2,106,212
2,107,221
2,108,227
2,109,230
2,110,220
2,111,221
2,112,224
2,113,239
2,114,353
2,115,304
2,116,223
2,117,217
2,118,227
2,119,251
2,120,221
2,121,213
2,122,236
2,123,197
2,124,313
2,125,205
2,126,241
2,127,213
2,128,259
2,129,180
2,130,269
2,131,190
2,132,236
2,133,177
2,134,159
2,135,264
2,136,145
2,137,169
2,138,186
2,139,187
2,140,164
2,141,165
2,142,155
2,143,2966
2,144,753
2,145,261
2,146,151
2,147,168
2,148,358
2,149,174
2,150,178
2,151,183
2,152,191
2,153,215
2,154,168
2,155,274
2,156,186
2,157,250
2,158,203
2,159,203
2,160,307
2,161,251
2,162,183
2,163,273
2,164,190
2,165,187
2,166,202
2,167,196
2,168,200
2,169,199
2,170,275
2,171,242
2,172,193
2,173,206
2,174,249
2,175,203
2,176,189
2,177,207
2,178,235
2,179,3556
2,180,220
2,181,243
2,182,211
2,183,297
2,184,224
2,185,256
2,186,192
2,187,215
2,188,251
2,189,248
2,190,192
2,191,280
2,192,220
2,193,228
2,194,193
2,195,243
2,196,205
2,197,275
2,198,322
2,199,228
2,200,232
2,201,258
2,202,234
2,203,248
2,204,223
2,205,274
2,206,230
2,207,262
2,208,227
2,209,270
2,210,2850
2,211,372
2,212,227
2,213,480
2,214,325
2,215,455
2,216,229
2,217,301
2,218,286
2,219,345
2,220,287
2,221,1876
2,222,274
2,223,354
2,224,284
2,225,961
2,226,284
2,227,454
2,228,290
2,229,387
2,230,319
2,231,385
2,232,332
2,233,458
2,234,343
2,235,4095
2,236,396
2,237,484
2,238,517
2,239,495
2,240,439
2,241,502
2,242,482
2,243,543
2,244,484
2,245,936
2,246,687
2,247,960
2,248,555
2,249,692
2,250,579
2,251,654
2,252,621
2,253,681
2,254,759
2,255,650
2,256,633
3,1,364
3,2,412
3,3,386
3,4,403
