Line,Band,Value
1,1,157
1,2,197
1,3,167
1,4,188
1,5,159
1,6,221
1,7,180
1,8,276
1,9,318
1,10,202
1,11,178
1,12,201
1,13,192
1,14,207
1,15,177
1,16,208
1,17,165
1,18,201
1,19,167
1,20,211
1,21,158
1,22,199
1,23,991
1,24,200
1,25,169
1,26,201
1,27,183
1,28,393
1,29,175
1,30,222
1,31,176
1,32,210
1,33,165
1,34,220
1,35,198
1,36,196
1,37,186
1,38,250
1,39,169
1,40,219
1,41,172
1,42,209
1,43,171
1,44,194
1,45,170
1,46,172
1,47,136
1,48,160
1,49,163
1,50,158
1,51,243
1,52,167
1,53,155
1,54,155
1,55,136
1,56,156
1,57,134
1,58,153
1,59,193
1,60,155
1,61,152
1,62,158
1,63,129
1,64,176
1,65,134
1,66,146
1,67,145
1,68,167
1,69,126
1,70,154
1,71,223
1,72,233
1,73,187
1,74,155
1,75,143
1,76,160
1,77,190
1,78,155
1,79,144
1,80,155
1,81,147
1,82,141
1,83,148
1,84,138
1,85,133
1,86,150
1,87,152
1,88,167
1,89,141
1,90,149
1,91,144
1,92,170
1,93,149
1,94,139
1,95,150
1,96,137
1,97,168
1,98,138
1,99,149
1,100,157
1,101,142
1,102,138
1,103,171
1,104,149
1,105,142
1,106,129
1,107,140
1,108,141
1,109,138
1,110,134
1,111,144
1,112,141
1,113,133
1,114,164
1,115,152
1,116,134
1,117,132
1,118,137
1,119,145
1,120,137
1,121,130
1,122,139
1,123,123
1,124,162
1,125,124
1,126,146
1,127,130
1,128,151
1,129,112
1,130,115
1,131,109
1,132,107
1,133,113
1,134,93
1,135,132
1,136,78
1,137,109
1,138,106
1,139,123
1,140,99
1,141,109
1,142,88
1,143,717
1,144,230
1,145,138
1,146,95
1,147,117
1,148,134
1,149,117
1,150,113
1,151,117
1,152,110
1,153,129
1,154,105
1,155,141
1,156,119
1,157,136
1,158,127
1,159,138
1,160,146
1,161,133
1,162,122
1,163,146
1,164,125
1,165,127
1,166,126
1,167,129
1,168,125
1,169,134
1,170,146
1,171,147
1,172,128
1,173,140
1,174,137
1,175,134
1,176,127
1,177,145
1,178,133
1,179,875
1,180,128
1,181,154
1,182,129
1,183,167
1,184,141
1,185,165
1,186,119
1,187,146
1,188,137
1,189,160
1,190,120
1,191,162
1,192,126
1,193,155
1,194,119
1,195,160
1,196,125
1,197,166
1,198,149
1,199,152
1,200,136
1,201,164
1,202,134
1,203,158
1,204,122
1,205,172
1,206,127
1,207,171
1,208,127
1,209,173
1,210,707
1,211,197
1,212,122
1,213,222
1,214,140
1,215,210
1,216,114
1,217,182
1,218,132
1,219,193
1,220,135
1,221,553
1,222,126
1,223,197
1,224,126
1,225,315
1,226,125
1,227,214
1,228,119
1,229,208
1,230,135
1,231,193
1,232,128
1,233,208
1,234,131
1,235,1450
1,236,143
1,237,216
1,238,177
1,239,215
1,240,148
1,241,217
1,242,157
1,243,224
1,244,162
1,245,304
1,246,194
1,247,294
1,248,169
1,249,245
1,250,177
1,251,245
1,252,192
1,253,239
1,254,224
1,255,229
1,256,178
2,1,157
2,2,197
2,3,167
2,4,188
2,5,159
2,6,221
2,7,180
2,8,276
2,9,318
2,10,202
2,11,178
2,12,201
2,13,192
